23/01/2024,1y,2y,5y,10y,20y,30y
03/03/2020,-0.468,-0.482,-0.41,-0.205,0.106,0.118
02/03/2020,-0.452,-0.47,-0.406,-0.201,0.103,0.111
28/02/2020,-0.42,-0.429,-0.369,-0.176,0.126,0.136
27/02/2020,-0.399,-0.407,-0.343,-0.138,0.183,0.204
26/02/2020,-0.4,-0.407,-0.34,-0.125,0.204,0.226
25/02/2020,-0.392,-0.406,-0.351,-0.149,0.169,0.186
24/02/2020,-0.384,-0.389,-0.335,-0.132,0.187,0.205
21/02/2020,-0.375,-0.373,-0.304,-0.095,0.234,0.253
20/02/2020,-0.377,-0.377,-0.314,-0.098,0.239,0.26
19/02/2020,-0.375,-0.379,-0.31,-0.078,0.287,0.316
18/02/2020,-0.381,-0.384,-0.303,-0.063,0.305,0.336
17/02/2020,-0.379,-0.38,-0.297,-0.051,0.319,0.352
14/02/2020,-0.382,-0.382,-0.296,-0.049,0.32,0.352
13/02/2020,-0.376,-0.372,-0.285,-0.04,0.331,0.364
12/02/2020,-0.377,-0.369,-0.274,-0.022,0.353,0.388
11/02/2020,-0.37,-0.366,-0.275,-0.025,0.349,0.386
10/02/2020,-0.364,-0.364,-0.288,-0.049,0.32,0.356
07/02/2020,-0.359,-0.357,-0.265,-0.013,0.359,0.395
06/02/2020,-0.358,-0.352,-0.251,0.007,0.385,0.424
05/02/2020,-0.36,-0.35,-0.245,0.016,0.395,0.434
04/02/2020,-0.36,-0.359,-0.269,-0.022,0.345,0.381
03/02/2020,-0.366,-0.373,-0.301,-0.059,0.303,0.336
31/01/2020,-0.366,-0.372,-0.298,-0.054,0.305,0.339
30/01/2020,-0.363,-0.364,-0.277,-0.03,0.335,0.372
29/01/2020,-0.354,-0.349,-0.254,0,0.372,0.413
28/01/2020,-0.349,-0.336,-0.239,0.023,0.397,0.438
27/01/2020,-0.346,-0.342,-0.266,-0.02,0.351,0.391
24/01/2020,-0.333,-0.32,-0.227,0.037,0.417,0.459
23/01/2020,-0.327,-0.314,-0.21,0.063,0.448,0.49
22/01/2020,-0.328,-0.305,-0.18,0.103,0.489,0.531
21/01/2020,-0.331,-0.303,-0.172,0.113,0.499,0.541
20/01/2020,-0.333,-0.305,-0.157,0.141,0.535,0.579
17/01/2020,-0.332,-0.305,-0.155,0.147,0.539,0.583
16/01/2020,-0.33,-0.305,-0.157,0.146,0.539,0.582
15/01/2020,-0.333,-0.301,-0.144,0.163,0.555,0.597
14/01/2020,-0.33,-0.296,-0.127,0.187,0.582,0.624
13/01/2020,-0.325,-0.296,-0.13,0.188,0.588,0.632
10/01/2020,-0.332,-0.305,-0.153,0.154,0.543,0.583
09/01/2020,-0.332,-0.304,-0.148,0.163,0.554,0.591
08/01/2020,-0.334,-0.314,-0.168,0.144,0.539,0.577
07/01/2020,-0.332,-0.321,-0.196,0.11,0.499,0.532
06/01/2020,-0.33,-0.317,-0.189,0.109,0.492,0.524
03/01/2020,-0.328,-0.314,-0.181,0.118,0.5,0.531
02/01/2020,-0.322,-0.299,-0.146,0.17,0.555,0.586
31/12/2019,-0.321,-0.292,-0.13,0.204,0.582,0.615
30/12/2019,-0.322,-0.291,-0.113,0.153,0.595,0.628
27/12/2019,-0.325,-0.3,-0.155,0.162,0.541,0.574
23/12/2019,-0.334,-0.311,-0.15,0.147,0.547,0.578
20/12/2019,-0.33,-0.31,-0.16,0.151,0.529,0.559
19/12/2019,-0.338,-0.314,-0.161,0.15,0.534,0.566
18/12/2019,-0.342,-0.319,-0.161,0.105,0.531,0.562
17/12/2019,-0.339,-0.323,-0.188,0.115,0.483,0.512
16/12/2019,-0.337,-0.322,-0.184,0.09,0.499,0.53
13/12/2019,-0.336,-0.322,-0.195,0.124,0.468,0.499
12/12/2019,-0.34,-0.323,-0.179,0.083,0.514,0.547
11/12/2019,-0.344,-0.334,-0.211,0.107,0.468,0.502
10/12/2019,-0.343,-0.332,-0.194,0.099,0.491,0.525
09/12/2019,-0.343,-0.33,-0.195,0.113,0.48,0.515
06/12/2019,-0.34,-0.323,-0.183,0.108,0.491,0.525
05/12/2019,-0.342,-0.323,-0.19,0.088,0.482,0.514
04/12/2019,-0.345,-0.336,-0.212,0.055,0.466,0.5
03/12/2019,-0.343,-0.337,-0.23,0.119,0.426,0.459
02/12/2019,-0.343,-0.324,-0.187,0.058,0.498,0.531
29/11/2019,-0.346,-0.338,-0.225,0.048,0.429,0.461
28/11/2019,-0.352,-0.346,-0.237,0.037,0.423,0.456
27/11/2019,-0.349,-0.345,-0.24,0.047,0.412,0.445
26/11/2019,-0.346,-0.343,-0.237,0.069,0.428,0.465
25/11/2019,-0.346,-0.338,-0.224,0.054,0.449,0.485
22/11/2019,-0.346,-0.341,-0.227,0.091,0.427,0.461
21/11/2019,-0.343,-0.331,-0.205,0.061,0.471,0.506
20/11/2019,-0.346,-0.342,-0.232,0.073,0.439,0.475
19/11/2019,-0.342,-0.335,-0.225,0.08,0.452,0.488
18/11/2019,-0.34,-0.334,-0.218,0.074,0.458,0.495
15/11/2019,-0.341,-0.34,-0.228,0.063,0.449,0.486
14/11/2019,-0.341,-0.342,-0.236,0.103,0.436,0.472
13/11/2019,-0.346,-0.342,-0.211,0.136,0.486,0.525
12/11/2019,-0.34,-0.335,-0.192,0.152,0.53,0.57
11/11/2019,-0.34,-0.331,-0.181,0.146,0.546,0.586
08/11/2019,-0.334,-0.327,-0.178,0.168,0.538,0.576
07/11/2019,-0.338,-0.324,-0.163,0.07,0.561,0.6
06/11/2019,-0.353,-0.351,-0.237,0.101,0.463,0.501
05/11/2019,-0.354,-0.349,-0.225,0.072,0.5,0.54
04/11/2019,-0.36,-0.361,-0.244,0.042,0.469,0.509
01/11/2019,-0.363,-0.365,-0.256,0.02,0.426,0.464
31/10/2019,-0.362,-0.367,-0.266,0.067,0.394,0.429
30/10/2019,-0.355,-0.352,-0.231,0.066,0.451,0.489
29/10/2019,-0.354,-0.349,-0.232,0.08,0.444,0.483
28/10/2019,-0.358,-0.351,-0.225,0.055,0.46,0.502
25/10/2019,-0.362,-0.353,-0.246,0.011,0.434,0.474
24/10/2019,-0.365,-0.367,-0.273,0.007,0.372,0.409
23/10/2019,-0.367,-0.368,-0.274,0.045,0.363,0.398
22/10/2019,-0.364,-0.364,-0.255,0.07,0.417,0.458
21/10/2019,-0.364,-0.365,-0.245,0.034,0.464,0.51
18/10/2019,-0.37,-0.371,-0.258,0.001,0.417,0.461
17/10/2019,-0.373,-0.38,-0.288,0.027,0.377,0.419
16/10/2019,-0.377,-0.382,-0.282,0.005,0.41,0.454
15/10/2019,-0.384,-0.393,-0.298,-0.044,0.386,0.428
14/10/2019,-0.391,-0.413,-0.331,-0.025,0.329,0.368
11/10/2019,-0.397,-0.42,-0.329,-0.059,0.355,0.396
10/10/2019,-0.41,-0.428,-0.341,-0.118,0.3,0.337
09/10/2019,-0.427,-0.455,-0.385,-0.158,0.242,0.28
08/10/2019,-0.441,-0.477,-0.423,-0.15,0.197,0.233
07/10/2019,-0.44,-0.475,-0.418,-0.168,0.202,0.236
04/10/2019,-0.442,-0.478,-0.428,-0.171,0.185,0.219
03/10/2019,-0.439,-0.473,-0.426,-0.144,0.177,0.21
02/10/2019,-0.432,-0.462,-0.408,-0.13,0.209,0.242
01/10/2019,-0.428,-0.452,-0.399,-0.151,0.221,0.256
30/09/2019,-0.426,-0.453,-0.406,-0.161,0.19,0.223
27/09/2019,-0.423,-0.457,-0.409,-0.164,0.171,0.202
26/09/2019,-0.42,-0.449,-0.401,-0.152,0.155,0.182
25/09/2019,-0.413,-0.438,-0.399,-0.208,0.173,0.204
24/09/2019,-0.415,-0.446,-0.427,-0.172,0.111,0.14
23/09/2019,-0.407,-0.438,-0.406,-0.118,0.172,0.205
20/09/2019,-0.392,-0.413,-0.371,-0.109,0.245,0.282
19/09/2019,-0.403,-0.424,-0.377,-0.108,0.264,0.303
18/09/2019,-0.408,-0.436,-0.388,-0.064,0.272,0.313
17/09/2019,-0.405,-0.43,-0.364,-0.048,0.331,0.376
16/09/2019,-0.401,-0.426,-0.362,0.005,0.362,0.412
13/09/2019,-0.411,-0.426,-0.336,-0.078,0.42,0.471
12/09/2019,-0.429,-0.439,-0.372,-0.137,0.312,0.359
11/09/2019,-0.47,-0.505,-0.448,-0.134,0.259,0.31
10/09/2019,-0.474,-0.511,-0.452,-0.17,0.259,0.316
09/09/2019,-0.476,-0.519,-0.473,-0.21,0.207,0.262
06/09/2019,-0.482,-0.525,-0.491,-0.16,0.157,0.208
05/09/2019,-0.486,-0.526,-0.469,-0.256,0.237,0.299
04/09/2019,-0.507,-0.556,-0.521,-0.279,0.088,0.135
03/09/2019,-0.515,-0.565,-0.53,-0.277,0.044,0.086
02/09/2019,-0.512,-0.571,-0.537,-0.271,0.065,0.114
30/08/2019,-0.498,-0.557,-0.524,-0.282,0.056,0.102
29/08/2019,-0.494,-0.551,-0.527,-0.301,0.04,0.084
28/08/2019,-0.49,-0.537,-0.522,-0.273,0.004,0.045
27/08/2019,-0.486,-0.539,-0.511,-0.215,0.054,0.101
26/08/2019,-0.48,-0.529,-0.479,-0.225,0.14,0.196
23/08/2019,-0.478,-0.527,-0.478,-0.201,0.132,0.187
22/08/2019,-0.468,-0.505,-0.453,-0.248,0.151,0.207
21/08/2019,-0.486,-0.527,-0.489,-0.274,0.097,0.15
20/08/2019,-0.504,-0.555,-0.521,-0.252,0.078,0.133
19/08/2019,-0.499,-0.548,-0.508,-0.325,0.102,0.157
16/08/2019,-0.511,-0.569,-0.55,-0.33,0.002,0.053
15/08/2019,-0.505,-0.567,-0.553,-0.228,-0.011,0.032
14/08/2019,-0.474,-0.518,-0.478,-0.157,0.123,0.171
13/08/2019,-0.468,-0.511,-0.446,-0.139,0.214,0.264
12/08/2019,-0.469,-0.512,-0.441,-0.122,0.248,0.301
09/08/2019,-0.467,-0.512,-0.437,-0.103,0.276,0.332
08/08/2019,-0.46,-0.501,-0.424,-0.132,0.302,0.361
07/08/2019,-0.46,-0.504,-0.432,-0.093,0.253,0.306
06/08/2019,-0.445,-0.479,-0.398,-0.089,0.3,0.355
05/08/2019,-0.435,-0.472,-0.394,-0.069,0.305,0.359
02/08/2019,-0.428,-0.46,-0.374,-0.021,0.327,0.382
01/08/2019,-0.421,-0.452,-0.357,0.005,0.413,0.481
31/07/2019,-0.421,-0.449,-0.345,0.048,0.454,0.527
30/07/2019,-0.409,-0.432,-0.316,0.05,0.506,0.581
29/07/2019,-0.411,-0.436,-0.317,0.06,0.508,0.584
26/07/2019,-0.418,-0.438,-0.312,0.052,0.522,0.597
25/07/2019,-0.43,-0.456,-0.331,0.065,0.528,0.607
24/07/2019,-0.428,-0.454,-0.32,0.093,0.538,0.613
23/07/2019,-0.423,-0.45,-0.309,0.101,0.579,0.656
22/07/2019,-0.42,-0.447,-0.303,0.115,0.584,0.659
19/07/2019,-0.416,-0.444,-0.297,0.126,0.601,0.677
18/07/2019,-0.41,-0.432,-0.28,0.138,0.606,0.679
17/07/2019,-0.411,-0.426,-0.268,0.176,0.61,0.681
16/07/2019,-0.404,-0.417,-0.243,0.197,0.652,0.723
15/07/2019,-0.394,-0.406,-0.226,0.236,0.673,0.745
12/07/2019,-0.388,-0.394,-0.2,0.231,0.722,0.796
11/07/2019,-0.387,-0.39,-0.197,0.173,0.713,0.786
10/07/2019,-0.384,-0.394,-0.224,0.138,0.637,0.705
09/07/2019,-0.381,-0.392,-0.245,0.105,0.599,0.669
08/07/2019,-0.387,-0.401,-0.267,0.108,0.563,0.634
05/07/2019,-0.388,-0.401,-0.272,0.078,0.576,0.649
04/07/2019,-0.391,-0.412,-0.29,0.109,0.545,0.619
03/07/2019,-0.39,-0.412,-0.276,0.149,0.586,0.661
02/07/2019,-0.383,-0.405,-0.263,0.162,0.642,0.72
01/07/2019,-0.37,-0.392,-0.249,0.175,0.645,0.718
28/06/2019,-0.364,-0.383,-0.231,0.184,0.653,0.723
27/06/2019,-0.362,-0.375,-0.222,0.206,0.652,0.718
26/06/2019,-0.358,-0.368,-0.202,0.185,0.674,0.74
25/06/2019,-0.36,-0.375,-0.218,0.208,0.654,0.72
24/06/2019,-0.356,-0.368,-0.206,0.235,0.678,0.743
21/06/2019,-0.35,-0.36,-0.188,0.204,0.71,0.776
20/06/2019,-0.356,-0.371,-0.212,0.222,0.674,0.739
19/06/2019,-0.35,-0.366,-0.202,0.198,0.699,0.767
18/06/2019,-0.343,-0.374,-0.228,0.258,0.682,0.752
17/06/2019,-0.306,-0.323,-0.161,0.244,0.742,0.81
14/06/2019,-0.304,-0.324,-0.169,0.264,0.723,0.792
13/06/2019,-0.298,-0.315,-0.158,0.277,0.752,0.83
12/06/2019,-0.295,-0.308,-0.15,0.277,0.772,0.857
11/06/2019,-0.291,-0.302,-0.149,0.295,0.769,0.854
10/06/2019,-0.29,-0.3,-0.139,0.252,0.788,0.873
07/06/2019,-0.29,-0.302,-0.153,0.273,0.722,0.799
06/06/2019,-0.282,-0.285,-0.131,0.282,0.748,0.828
05/06/2019,-0.289,-0.298,-0.145,0.309,0.773,0.857
04/06/2019,-0.28,-0.279,-0.107,0.324,0.794,0.875
03/06/2019,-0.279,-0.276,-0.102,0.336,0.815,0.896
31/05/2019,-0.279,-0.277,-0.097,0.359,0.836,0.918
30/05/2019,-0.271,-0.265,-0.082,0.356,0.869,0.953
29/05/2019,-0.267,-0.261,-0.08,0.371,0.863,0.946
28/05/2019,-0.264,-0.255,-0.069,0.385,0.884,0.968
27/05/2019,-0.261,-0.251,-0.056,0.408,0.898,0.979
24/05/2019,-0.262,-0.247,-0.047,0.4,0.926,1.009
23/05/2019,-0.263,-0.251,-0.056,0.43,0.918,1.001
22/05/2019,-0.262,-0.245,-0.036,0.446,0.949,1.032
21/05/2019,-0.263,-0.243,-0.026,0.443,0.963,1.044
20/05/2019,-0.261,-0.243,-0.027,0.427,0.956,1.036
17/05/2019,-0.259,-0.244,-0.031,0.436,0.937,1.017
16/05/2019,-0.253,-0.234,-0.021,0.421,0.941,1.018
15/05/2019,-0.25,-0.232,-0.028,0.444,0.922,0.996
14/05/2019,-0.242,-0.223,-0.017,0.452,0.95,1.025
13/05/2019,-0.238,-0.213,-0.006,0.48,0.958,1.033
10/05/2019,-0.235,-0.208,0.01,0.482,0.998,1.077
09/05/2019,-0.236,-0.208,0.012,0.474,0.995,1.072
08/05/2019,-0.235,-0.207,0.008,0.472,0.987,1.064
07/05/2019,-0.234,-0.207,0.008,0.508,0.991,1.07
06/05/2019,-0.234,-0.2,0.032,0.522,1.026,1.103
03/05/2019,-0.233,-0.196,0.042,0.526,1.038,1.115
02/05/2019,-0.233,-0.193,0.046,0.509,1.043,1.12
30/04/2019,-0.231,-0.193,0.034,0.512,1.022,1.098
29/04/2019,-0.231,-0.193,0.037,0.494,1.029,1.107
26/04/2019,-0.23,-0.196,0.024,0.506,1.013,1.091
25/04/2019,-0.231,-0.195,0.029,0.49,1.027,1.107
24/04/2019,-0.234,-0.202,0.019,0.539,1.007,1.086
23/04/2019,-0.233,-0.196,0.051,0.523,1.059,1.139
22/04/2019,-0.235,-0.2,0.036,0.523,1.045,1.127
18/04/2019,-0.235,-0.2,0.036,0.576,1.045,1.127
17/04/2019,-0.234,-0.194,0.074,0.568,1.1,1.18
16/04/2019,-0.233,-0.196,0.065,0.555,1.098,1.181
15/04/2019,-0.232,-0.196,0.058,0.55,1.082,1.165
12/04/2019,-0.233,-0.196,0.057,0.499,1.07,1.151
11/04/2019,-0.237,-0.211,0.017,0.483,1.016,1.096
10/04/2019,-0.239,-0.219,0.003,0.515,1.001,1.081
09/04/2019,-0.234,-0.2,0.035,0.523,1.028,1.105
08/04/2019,-0.233,-0.199,0.043,0.527,1.032,1.108
05/04/2019,-0.235,-0.199,0.044,0.517,1.038,1.115
04/04/2019,-0.233,-0.198,0.038,0.527,1.029,1.107
03/04/2019,-0.233,-0.194,0.046,0.49,1.057,1.143
02/04/2019,-0.235,-0.205,0.021,0.504,1.008,1.091
01/04/2019,-0.232,-0.201,0.031,0.472,1.019,1.102
29/03/2019,-0.23,-0.2,0.014,0.458,0.983,1.065
28/03/2019,-0.231,-0.204,0.011,0.44,0.955,1.035
27/03/2019,-0.233,-0.212,-0.008,0.494,0.928,1.007
26/03/2019,-0.221,-0.175,0.053,0.48,0.969,1.042
25/03/2019,-0.222,-0.181,0.042,0.498,0.964,1.045
22/03/2019,-0.222,-0.178,0.051,0.551,0.995,1.078
21/03/2019,-0.222,-0.175,0.076,0.58,1.07,1.156
20/03/2019,-0.222,-0.167,0.093,0.593,1.108,1.195
19/03/2019,-0.224,-0.171,0.099,0.573,1.121,1.207
18/03/2019,-0.223,-0.172,0.084,0.588,1.102,1.187
15/03/2019,-0.225,-0.174,0.094,0.591,1.119,1.203
14/03/2019,-0.225,-0.174,0.098,0.576,1.12,1.203
13/03/2019,-0.224,-0.175,0.085,0.565,1.107,1.192
12/03/2019,-0.225,-0.177,0.08,0.57,1.094,1.178
11/03/2019,-0.226,-0.174,0.087,0.558,1.094,1.176
08/03/2019,-0.227,-0.177,0.078,0.586,1.078,1.155
07/03/2019,-0.228,-0.182,0.078,0.643,1.125,1.204
06/03/2019,-0.22,-0.158,0.124,0.686,1.178,1.255
05/03/2019,-0.215,-0.145,0.157,0.689,1.215,1.287
04/03/2019,-0.212,-0.14,0.161,0.709,1.218,1.289
01/03/2019,-0.211,-0.135,0.173,0.703,1.237,1.308
28/02/2019,-0.211,-0.138,0.17,0.673,1.228,1.297
27/02/2019,-0.213,-0.145,0.149,0.647,1.197,1.266
26/02/2019,-0.214,-0.151,0.124,0.643,1.173,1.243
25/02/2019,-0.217,-0.156,0.125,0.627,1.166,1.235
22/02/2019,-0.218,-0.158,0.113,0.657,1.145,1.213
21/02/2019,-0.219,-0.154,0.138,0.634,1.176,1.243
20/02/2019,-0.221,-0.169,0.111,0.648,1.155,1.223
19/02/2019,-0.224,-0.168,0.124,0.658,1.175,1.243
18/02/2019,-0.22,-0.161,0.129,0.652,1.184,1.249
15/02/2019,-0.216,-0.157,0.129,0.651,1.17,1.232
14/02/2019,-0.215,-0.152,0.132,0.665,1.165,1.227
13/02/2019,-0.216,-0.156,0.131,0.665,1.183,1.243
12/02/2019,-0.217,-0.161,0.125,0.656,1.186,1.247
11/02/2019,-0.215,-0.158,0.12,0.627,1.177,1.238
08/02/2019,-0.215,-0.16,0.1,0.652,1.145,1.208
07/02/2019,-0.213,-0.155,0.117,0.687,1.174,1.236
06/02/2019,-0.216,-0.151,0.149,0.699,1.205,1.261
05/02/2019,-0.218,-0.151,0.155,0.704,1.216,1.272
04/02/2019,-0.22,-0.152,0.156,0.702,1.222,1.279
01/02/2019,-0.221,-0.156,0.152,0.66,1.223,1.284
31/01/2019,-0.224,-0.17,0.124,0.705,1.171,1.23
30/01/2019,-0.221,-0.156,0.155,0.722,1.221,1.278
29/01/2019,-0.221,-0.16,0.162,0.74,1.24,1.297
28/01/2019,-0.221,-0.156,0.171,0.737,1.256,1.314
25/01/2019,-0.221,-0.151,0.18,0.716,1.246,1.3
24/01/2019,-0.222,-0.164,0.149,0.765,1.239,1.298
23/01/2019,-0.222,-0.155,0.182,0.78,1.291,1.35
22/01/2019,-0.222,-0.155,0.191,0.802,1.308,1.367
21/01/2019,-0.221,-0.148,0.205,0.81,1.334,1.393
18/01/2019,-0.222,-0.147,0.21,0.788,1.341,1.399
17/01/2019,-0.224,-0.16,0.185,0.783,1.318,1.377
16/01/2019,-0.224,-0.165,0.174,0.772,1.322,1.385
15/01/2019,-0.227,-0.172,0.162,0.794,1.315,1.379
14/01/2019,-0.226,-0.165,0.186,0.8,1.33,1.391
11/01/2019,-0.221,-0.151,0.2,0.814,1.331,1.391
10/01/2019,-0.22,-0.15,0.21,0.824,1.345,1.405
09/01/2019,-0.219,-0.146,0.223,0.815,1.349,1.407
08/01/2019,-0.22,-0.148,0.217,0.798,1.334,1.389
07/01/2019,-0.224,-0.16,0.195,0.794,1.32,1.377
04/01/2019,-0.226,-0.166,0.187,0.747,1.317,1.374
03/01/2019,-0.229,-0.182,0.15,0.749,1.27,1.328
02/01/2019,-0.234,-0.188,0.148,0.812,1.265,1.321
01/01/2019,-0.231,-0.174,0.198,0.812,1.325,1.379
31/12/2018,-0.231,-0.174,0.198,0.812,1.325,1.379
28/12/2018,-0.231,-0.174,0.198,0.822,1.325,1.379
27/12/2018,-0.234,-0.175,0.209,0.834,1.332,1.385
24/12/2018,-0.232,-0.164,0.225,0.834,1.341,1.391
21/12/2018,-0.232,-0.164,0.225,0.823,1.341,1.391
20/12/2018,-0.23,-0.16,0.229,0.832,1.32,1.37
19/12/2018,-0.227,-0.158,0.238,0.846,1.338,1.391
18/12/2018,-0.226,-0.153,0.25,0.866,1.352,1.405
17/12/2018,-0.225,-0.143,0.262,0.869,1.375,1.429
14/12/2018,-0.224,-0.141,0.263,0.882,1.378,1.432
13/12/2018,-0.224,-0.136,0.277,0.889,1.384,1.432
12/12/2018,-0.224,-0.132,0.289,0.859,1.377,1.418
11/12/2018,-0.226,-0.142,0.262,0.86,1.359,1.405
10/12/2018,-0.228,-0.14,0.269,0.859,1.357,1.403
07/12/2018,-0.228,-0.14,0.268,0.849,1.365,1.416
06/12/2018,-0.23,-0.144,0.265,0.864,1.354,1.408
05/12/2018,-0.23,-0.14,0.271,0.84,1.375,1.431
04/12/2018,-0.235,-0.156,0.245,0.876,1.347,1.403
03/12/2018,-0.238,-0.152,0.273,0.879,1.393,1.453
30/11/2018,-0.24,-0.152,0.273,0.888,1.397,1.458
29/11/2018,-0.243,-0.153,0.283,0.911,1.405,1.467
28/11/2018,-0.244,-0.145,0.305,0.903,1.425,1.486
27/11/2018,-0.244,-0.144,0.298,0.909,1.417,1.476
26/11/2018,-0.242,-0.14,0.309,0.902,1.416,1.472
23/11/2018,-0.242,-0.14,0.302,0.919,1.41,1.466
22/11/2018,-0.24,-0.135,0.315,0.922,1.428,1.483
21/11/2018,-0.24,-0.135,0.313,0.92,1.43,1.485
20/11/2018,-0.24,-0.134,0.317,0.934,1.429,1.486
19/11/2018,-0.237,-0.127,0.322,0.943,1.447,1.505
16/11/2018,-0.237,-0.128,0.327,0.928,1.455,1.513
15/11/2018,-0.238,-0.128,0.32,0.948,1.442,1.5
14/11/2018,-0.237,-0.123,0.342,0.955,1.455,1.511
13/11/2018,-0.238,-0.116,0.351,0.955,1.459,1.513
12/11/2018,-0.239,-0.119,0.349,,1.46,1.517
,,,,,,
,,,,,,
